review,at,source,sentiment,score,category
"@Paytm The payment made in Paytm business account on 31st March shows settled in the Paytm app but even after 3 days I have not received the payment yet, so what is the guarantee that the money is safe in Paytm business??? @PaytmBusiness @RBI @paytmbankcare https://t.co/OpdvFVeXIP",2025-04-03 21:51:47+0000,Paytm,neutral,0.734983802,settlement
"@Paytm @vijayshekhar @GaurRipunjai The payment made in Paytm business account on 31st March shows settled in the Paytm app but even after 3 days I have not received the payment yet, so what is the guarantee that the money is safe in Paytm business??? @PaytmBusiness @vijayshekhar @primebankindia @RBI @Paytmcare https://t.co/m8TmM7Na1W",2025-04-03 21:49:07+0000,Paytm,neutral,0.798426688,settlement
"@Paytm Yes, the problem has been resolved. Thanks for calling and helping out. I hope these problems don't pop up in the future.",2025-04-03 21:18:58+0000,Paytm,positive,0.674897671,servicing
@Paytm @vijayshekhar @GaurRipunjai New soundboxes?,2025-04-03 17:40:28+0000,Paytm,neutral,0.858197093,device-issue
"@Paytm 
@Paytmcare 
Can i expect a resolution?? If no say it clearly on dm. This type of non compliance is the reason you guys got vanished From market.. worst of the worst service 
#scammers @vijayshekhar",2025-04-03 16:04:14+0000,Paytm,negative,0.890435278,servicing
@Paytm @Paytmcare 1 April settlement is still pending and they are not crediting it has been 2 days for instant settlement you are taking charges then for such delay you should pay compensation as technical error is from your side it is 3rd April now https://t.co/Cbxql2GEZr,2025-04-03 15:49:07+0000,Paytm,negative,0.824961841,settlement
"@Paytm 
@vijayshekhar 
Dear paytm why so much of fraud? I have recieved the voucher on my mail. But according to terms you mentioned in voucher is that 99 shipping charges.but they are taking 199 after applying your voucher code.. why the hell you guys do non compliance. check dm",2025-04-03 15:21:13+0000,Paytm,negative,0.834217906,pricing
"@Paytm @Paytmcare 
@PaytmMoney @PaytmBank 
Hey Paytm,
Find the infinite re-render issue just occured at train booking pages.

Steps to reproduce:
In booking page alter any top pevel filters like change date/swap destinations 
and then apply secondary filters of like sorting https://t.co/pJVTE00atj",2025-04-03 15:16:15+0000,Paytm,neutral,0.699163973,device-issue
@Paytm @Paytmcare @PaytmBank @PaytmMoney @paytmbankcare this is how Paytm is using money of the consumer they are taking more than 3 days to settle the amount https://t.co/390aShnqZm,2025-04-03 14:53:49+0000,Paytm,neutral,0.73818475,settlement
"@Paytm @Paytmcare 

Paytm is running scammy offers! I recharged my Tata Play account for ₹299+ as they promised ‘up to ₹200 assured cashback,’ but got NOTHING. No cashback, no support. Beware of these fraud schemes! Don’t fall for these fraud offers!  #PaytmScam #FraudAlert""",2025-04-03 13:55:55+0000,Paytm,negative,0.927643538,pricing
"@Paytm 
@Paytmcare 
Dear paytm why so much of fraud? I have recieved the voucher on my mail. But according to terms you mentioned in voucher is that 99 shipping charges.. but they are taking 199 after applying your voucher code.. why the hell you guys do non compliance. check dm",2025-04-03 13:55:24+0000,Paytm,negative,0.851468384,pricing
"@Paytm  mera yai 1 april ka payment abhi tak account Mai nahi aaya, problem yai nahi ki q nahi aaya, ho sakta tecnical issue hoo sakta hai ya fir bol sakte ho ki bank issue hai kon si badi baat hai but problem yai hai ki 1 april sai paytm coustomer care mai call nahi lag raha hai https://t.co/WtE4BBzJN0",2025-04-03 13:49:57+0000,Paytm,negative,0.393773526,settlement
@Paytm @Paytmcare @BandBajaateRaho waiting for your response Paytm,2025-04-03 12:52:20+0000,Paytm,neutral,0.697340846,servicing
"@Paytm we Rangkriti textiles,jaipur.We r using your Paytm machine with MID-bNByXB39880828118274 TID 26235195.We r facing issues of getting less amount in our bank so please instruct your local office to contact us immediately otherwise we take up matter in public forum",2025-04-03 12:09:43+0000,Paytm,neutral,0.520187736,settlement
"@Paytm 
@Paytmcare 
This was your reply. That you guys are about to send me the code in my mail. But suddenly started manipulation as you guys do normally.. if you guys can't afford simply say no.. why selling fake coupons.. https://t.co/R9LYa1zzUc",2025-04-03 10:35:00+0000,Paytm,negative,0.829418957,servicing
"@paytm @paytm_momoney

Whatever paytm always fake.... पहिले तुम्हाला हत्ती लागले होते....आता तुम्हाला #रिअल घोडे लागतील...

जय महाराष्ट्र🙏🏽🙏🏽🙏🏽",2025-04-03 10:04:25+0000,Paytm,negative,0.632699788,pricing
"@paytm
@Paytmcare 
Are you guys dumb?? You guys just asked for email for new code .and you guys are saying we will look it at the earliest...  Send me the code",2025-04-03 09:55:55+0000,Paytm,negative,0.841752827,onboarding
"@Paytm Hello Payment.
I have a concern with this app . 
I wanna know about it .
Can we use this in Congo DRC . 
Actually I am trying but I am not able to use it. 
Please suggest 🙏",2025-04-03 09:41:28+0000,Paytm,neutral,0.477706909,onboarding
"@paytm
@Paytmcare 
I have shared the details over dm.",2025-04-03 08:56:56+0000,Paytm,neutral,0.818903565,servicing
"@Paytm @Paytmcare @PaytmB @paytmbankcare why transaction of 31st march is not showing till nowVery worst customer support no one is attending the call n giving any response very bad behaviour.Plz clear my pending transaction frustrated from your service
Advice never use paytm....",2025-04-03 08:43:20+0000,Paytm,negative,0.9113428,transaction-success
@Paytm @PaytmBusiness @Paytmcare I have do a transaction 1 April on a shop but he didn't receive money yet till today,2025-04-03 08:36:21+0000,Paytm,neutral,0.678458631,settlement
"@Paytm @PaytmBusiness I'm extremely dissatisfied that the settlement amount hasn't been credited to my bank account despite it being due on April 2nd To make matters worse I'm unable to raise a support ticket,&amp; customer service is unreachable This level of service is unacceptable",2025-04-03 08:18:28+0000,Paytm,negative,0.945359647,settlement
@Paytm @Ghmcassistance Settlement amount not credited to my account,2025-04-03 08:16:46+0000,Paytm,neutral,0.525352478,settlement
"@paytm
@Paytmcare 
Its been three days still waiting for the resolution.. you guys said we will proactively keep you posted.
What is turn around time for resolution. Dont want to wait blindly",2025-04-03 08:12:58+0000,Paytm,positive,0.503257513,servicing
"@Paytm 
My payment for 1st April has not been settled yet. Today is the 3rd of April. When will it be settled?

. https://t.co/cvJXeHEWf6",2025-04-03 06:33:46+0000,Paytm,neutral,0.751499772,settlement
@Paytm @Paytmcare its been 2 days my settlement hasn’t been done. Please help,2025-04-03 05:08:39+0000,Paytm,negative,0.692034423,settlement
@Paytm @Paytmcare kya chahte ho RBI mai complain karun,2025-04-03 05:01:50+0000,Paytm,negative,0.488686234,settlement
@Paytm I am cancelling my ticket booked by paytm upi but refund is not received till date https://t.co/NUtjDDdvXC,2025-04-03 04:56:56+0000,Paytm,negative,0.65628016,settlement
@Paytm @Paytmcare its been 2 days . There’s no response from your side. Please help https://t.co/cmo1p70TFv,2025-04-03 04:50:54+0000,Paytm,negative,0.689939678,servicing
@Paytm @Paytmcare @vijayshekhar horrible service from Paytm merchant..money stucked since 3 days during settlement..no resolution provided yet. So many ticket generated but in vein.,2025-04-03 04:24:41+0000,Paytm,negative,0.943197727,settlement
@Paytm Even after 3 days my settlement still pending. Customer care non approachable. https://t.co/t3dMlHi70J,2025-04-03 03:47:58+0000,Paytm,negative,0.85717845,settlement
"@Paytm @Paytmcare @PaytmBank @PaytmMoney @paytmbankcare We have been trying to deactivate Paytm soundbox since one week, continuously calling the soundbox customer care number, no body is taking the call, worst service and biggest scam!",2025-04-03 03:33:24+0000,Paytm,negative,0.914731264,servicing
@Paytm Not solve my problem,2025-04-03 03:05:22+0000,Paytm,negative,0.753218234,servicing
@Paytm @Paytmcare @BandBajaateRaho still waiting for payment https://t.co/4KoJez51F9,2025-04-03 02:47:42+0000,Paytm,neutral,0.910306692,settlement
@Paytm @Paytmcare @BandBajaateRaho which type of scam you started Paytm group can u explain me 1st of April payment I didn't receive calling customer care number there saying go app when I chating in app saying talk to customer care kindly make payment fast 1849,2025-04-03 02:07:42+0000,Paytm,negative,0.641539752,settlement
"@Paytm डियर पेटीएम टीम,🙏🙏मुझे अभी तक कोई ईमेल या एसएमएस नहीं प्राप्त हुआ आप कब तक मेल भेजते हैं सभी विनर्स पर मैंने आपकी टीम द्वारा इंस्टाग्राम पर पूछे जाने पर अपना मोबाइल नंबर और ईमेल आईडी दी थी. कोई मैसेज नहीं आया अभी तक https://t.co/JSt9QVpF1A",2025-04-02 22:35:27+0000,Paytm,neutral,0.627622485,onboarding
"@Paytm डियर पेटीएम टीम,🙏🙏मुझे अभी तक कोई ईमेल या एसएमएस नहीं प्राप्त हुआ आप कब तक मेल भेजते हैं सभी विनर्स परमैंने आपकी टीम द्वारा इंस्टाग्राम पर पूछे जाने पर अपना मोबाइल नंबर और ईमेल आईडी दी थी https://t.co/fmchrelUWb",2025-04-02 22:34:26+0000,Paytm,neutral,0.666765809,onboarding
"@Paytm @Ghmcassistance डियर पेटीएम टीम,🙏🙏मुझे अभी तक कोई ईमेल या एसएमएस नहीं प्राप्त हुआ आप कब तक मेल भेजते हैं सभी विनर्स परमैंने आपकी टीम द्वारा इंस्टाग्राम पर पूछे जाने पर अपना मोबाइल नंबर और ईमेल आईडी दी थी",2025-04-02 22:33:37+0000,Paytm,neutral,0.626460195,onboarding
"@Paytm @Paytmcare 
nobody is responding since 21st February seriously biggest fraudsters company of the india🇮🇳 is paytm 

got paytm select CC through paytm In Which every year I was getting Paytm firstmembership free but this time I haven't received discount code not membership",2025-04-02 19:49:10+0000,Paytm,negative,0.885076582,servicing
@Paytm It didn't solve yet. Money hasn't been credited to my account,2025-04-02 19:20:53+0000,Paytm,negative,0.635121942,settlement
"@Paytm @UnionBankTweets @slice_cares My friend sent me money via Paytm UPI (Union Bank of India → North East Small Finance Bank), but the amount was debited from his account and not credited to mine. No response from the bank! Please resolve this ASAP. #UPI #bankingissue",2025-04-02 16:53:20+0000,Paytm,negative,0.67089051,transaction-success
@Paytm @Paytmcare @RBI @narendramodi I have a business account and my settlement of 31 march is still yet not settled to my ac I tried to contact via msg and call but yet didn't anyone has responded to me. Please look into my case,2025-04-02 15:32:16+0000,Paytm,neutral,0.519049764,settlement
@Paytm @Paytmcare @PaytmBusiness my settlement is pending from 2 days.. 2 payments are not settled.. no responses from helpdesk? what to do?,2025-04-02 14:02:46+0000,Paytm,negative,0.630130768,settlement
"@Paytm @Paytmcare  @vijayshekhar 
Collection of my payments dated 31st March hasn't been completed. Not even able to reach customer care and AI bot is of no use. https://t.co/uk36qjfBxL",2025-04-02 11:48:00+0000,Paytm,negative,0.823018849,settlement
@Paytm hi need urgent help regarding paytm personal loan,2025-04-02 10:33:04+0000,Paytm,neutral,0.747464061,servicing
@Paytm @Paytmcare @carebydistrict i was told my refund has been initiated but not yet please let me know the status https://t.co/uwuzDcBfcG,2025-04-02 10:03:52+0000,Paytm,neutral,0.831881464,settlement
@Paytm @fraudpaytm mere paise nhi aye 2 din se @PaytmBusiness @Paytmcare https://t.co/7WoSczt0lX,2025-04-02 09:28:53+0000,Paytm,negative,0.458002448,settlement
@Paytm @PaytmBusiness @Paytmcare  received the amount tq paytm,2025-04-02 08:49:07+0000,Paytm,neutral,0.810242295,transaction-success
@Paytm @PaytmBusiness @Paytmcare @RBI @UPI_NPCI,2025-04-02 07:26:48+0000,Paytm,neutral,0.665860415,onboarding
"@Paytm  @Paytmcare  @PaytmBank 
Bahut hi bekar service hai aap ki very very bad 👎 uninstall kar raha hun",2025-04-02 07:24:50+0000,Paytm,negative,0.645441592,servicing
@Paytm @PaytmBusiness @Paytmcare  आप लोगों से नर्म निवेदन है की कृपा कर के मेरा सेटलमेंट करवा दे जो की हमको आप के साथ आगे काम करने में सुविधा हो,2025-04-02 07:19:49+0000,Paytm,positive,0.428082108,settlement
@Paytm @Paytmcare  SIR BATA DO KYA PROBLEM HUWA HAI UDHARI LEKE FAS GAYA HU FESA MAG RAHA HAI SAB PLZ HELP KR DO https://t.co/os5fUewL0b,2025-04-02 07:16:47+0000,Paytm,negative,0.454213738,transaction-success
@Paytm @Paytmcare  AAJ MERA SETTLEMENT NAHI HUWA HAI KYA PROBLEM HAI  aap ke customer care ko call kr raha hu not responding ??,2025-04-02 06:41:33+0000,Paytm,negative,0.605912626,settlement
@Paytm @RBI I paid paytm postpaid as you provide in my DM . But I don't got NOC https://t.co/jFZlMN6Xls,2025-04-02 06:34:29+0000,Paytm,neutral,0.808940113,settlement
"@Paytm 
@Paytmcare 
By when can I expect resolution?? I have sent all the details still waiting for resolution",2025-04-02 05:00:18+0000,Paytm,neutral,0.854276657,servicing
"@Paytm app has become very clumsy. 

Feels like a ads app. No convenience to find things. 

Needs a massive revamp and better UI. 

@vijayshekhar",2025-04-02 04:42:24+0000,Paytm,negative,0.913654149,device-issue
@Paytm @PaytmBusiness settlement amount not received in bank account please call me with 7037441650,2025-04-02 04:41:45+0000,Paytm,neutral,0.714052856,settlement
"@Paytm @PaytmBusiness @Paytmcare No Words, This Is 3rd Ticket And It Will Closed With 2 Days Without Any Resolution Paytm Made Me Astrologist😂. https://t.co/QjaTTQwt4m",2025-04-02 04:23:58+0000,Paytm,neutral,0.588469505,servicing
@Paytm पेटीएम चोर कंपनी है लोगो को लुट रही कृपया पेटीएम को अवॉइड करे अगर लूटना है तो पेटीएम जरूर इस्तेमाल करे.,2025-04-02 04:12:47+0000,Paytm,negative,0.738658726,pricing
@Paytm पेटीएम चोर कंपनी है लोगो को लुट रही कृपया पेटीएम को अवॉइड करे अगर लूटना है तो पेटीएम जरूर इस्तेमाल करे,2025-04-02 04:10:21+0000,Paytm,negative,0.748915434,pricing
@Paytm Hi... I was about to receive a cashback on paytm by making a payment on blinkit bt its not reflecting in my paytm cashback section..,2025-04-02 02:51:01+0000,Paytm,neutral,0.589727044,settlement
@Paytm Falthu Kaha Solve Hua Gandhi Gandhi Gaali Nkal Rahe Mooh Se Baraa Bar Bhol,2025-04-02 02:05:42+0000,Paytm,positive,0.340283304,device-issue
"@Paytm in credit card payments please UPI ID as payment option.

This is a useful feature if different user will pay the bill",2025-04-02 02:04:46+0000,Paytm,neutral,0.50733012,onboarding
@Paytm पेटीएम चोर कंपनी है लोगो को लुट रही कृपया पेटीएम को अवॉइड करे अगर लूटना है तो पेटीएम जरूर इस्तेमाल करे,2025-04-01 19:48:57+0000,Paytm,negative,0.748915434,pricing
@Paytm New app interface is great. But we need dart theme. Please paytm.☺️,2025-04-01 14:33:20+0000,Paytm,positive,0.575772405,device-issue
"@Paytm 
@Paytmcare 
No i don't want app support because it will take ages.. i want support here...just resolve it Asap",2025-04-01 14:15:08+0000,Paytm,negative,0.697038054,servicing
"@Paytm @Paytmcare @PaytmMoney Big fraud! 6 months ago, I requested Soundbox (ID: 3892) deactivation &amp; was assured it’s done. Yet, you keep charging rentals illegally! Refund all dues + stop charges NOW or I’ll escalate to @RBI @NCH_India &amp; court. #ConsumerRight #PaytmFraud",2025-04-01 14:05:34+0000,Paytm,negative,0.916510522,servicing
"@Paytm @Paytmcare @TheOfficialSBI 
The amount is not received by the receiver but deducted from my account 
Kindly check and resolve as soon as possible 🙏 

UPI Ref No : 545715900454 https://t.co/szz2Q15YOd",2025-04-01 13:18:44+0000,Paytm,neutral,0.825213909,transaction-success
"@Paytm tumhare saath jo hua sahi hua. Tum deserve hi yahi karte ho.
Bechare aapke investor.....",2025-04-01 12:53:08+0000,Paytm,positive,0.389983088,pricing
@paytm pls align the text properly https://t.co/7EigAXnfrD,2025-04-01 12:52:38+0000,Paytm,neutral,0.559174299,device-issue
"@Paytm 
@Paytmcare 
Shared order id on dm... Now get it resolved asap..",2025-04-01 11:21:16+0000,Paytm,neutral,0.627698183,servicing
"@Paytm 
@Paytmcare 
Shared video proof on dm",2025-04-01 10:04:22+0000,Paytm,neutral,0.914439201,servicing
"@Paytm  मेरी फर्म श्री बालाजी फिलिंग स्टेशन मोबाइल 9530100005 का लंबित भुगतान 48,314.38 रुपए अभी तक नहीं किया गया है ? 
क्या कारण है कि लंबित भुगतान नहीं किया गया https://t.co/h3Ait5Bq9Q",2025-04-01 09:43:07+0000,Paytm,neutral,0.624991536,settlement
"@Paytm sound box का सही इस्तेमाल करते हुए, गांव के चाट वाले।
🤣🤣🤣🤣 https://t.co/oazdU6MJnI",2025-04-01 09:36:52+0000,Paytm,positive,0.439077407,device-issue
"@Paytm 
@Paytmcare 
I have bought coupon of Botanic hearth combo facewash from your deals section.. and it isn't working..
My question is why do you guys sell fake coupons.. that is why your reputation is crushed among people #scammers",2025-04-01 09:28:22+0000,Paytm,negative,0.846154153,servicing
"@Paytm @Paytmcare @PaytmBusiness it's been 3 days since my payment is stuck in and not settled in my account.
There is no way to raise a ticket.
They don't have customer support nor do they have legit email.
Now I get why your share price is falling rapidly.",2025-04-01 08:41:29+0000,Paytm,negative,0.88561964,settlement
@Paytm @VaNu_jaat I haven't been able to log in to my number for a while now. https://t.co/W7gpJIC9tP,2025-04-01 07:53:31+0000,Paytm,negative,0.638167441,device-issue
"@Paytm @TheOfficialSBI 
I am sending money other person 
But my burning he has been deducted my account. 
Money not received by this person account money will be sending status is pending. 
Please resolve the as soon as possible. https://t.co/5l9cdVMFjU",2025-04-01 06:41:52+0000,Paytm,negative,0.550278306,transaction-success
"@Paytm Why isn't your app closing my account through the app? Even your ticket system is not accepting my tickets. I don't have any pending payment(s).

 @narendramodi Only you can do something as they're just being goons when it comes to account deletion.",2025-04-01 05:33:19+0000,Paytm,negative,0.904115736,servicing
@Paytm @vijayshekhar https://t.co/gnKX4Fu2Zw,2025-03-31 20:27:33+0000,Paytm,neutral,0.903263092,device-issue
@Paytm @Paytmcare Very Cheap Services...Worst Customer care Support 10000% Third-party Payment Option In India.,2025-03-31 18:51:29+0000,Paytm,positive,0.670097589,pricing
@Paytm @Paytmcare kindly report following transaction and help me get refund details in dm,2025-03-31 18:38:04+0000,Paytm,neutral,0.723742127,transaction-success
"@Paytm @Paytmcare On March 28th I made a Jio recharge,but it’s still pending.I raised a complaint but no response so far. It’s been nearly 48 hours now,and your platform claims it should take no more than 24 hours.This is extremely frustrating and don't want your service any more",2025-03-31 18:09:27+0000,Paytm,negative,0.885537565,servicing
"@Paytm @Paytmcare  On March 28th I made a Jio recharge,but it’s still pending.I raised a complaint but no response so far. It’s been nearly 48 hour now,and your platform claims it should take no more than 24 hour.This is extremely frustrating and don't want your service any more",2025-03-31 18:04:30+0000,Paytm,negative,0.885280788,servicing
@Paytm is there any way to get the dark mode on the app?,2025-03-31 16:17:57+0000,Paytm,neutral,0.838338673,device-issue
"@Paytm @Paytmcare 
I am getting frequent notification for auto payment and even while scanning any QR code it's poping up notification, I have cancelled out all the auto payments still getting this notification and blockage",2025-03-31 09:50:13+0000,Paytm,negative,0.809232712,device-issue
@Paytm worst to books any flights bus and trains,2025-03-31 08:19:51+0000,Paytm,negative,0.918099999,onboarding
"@Paytm @Paytmcare @vijayshekhar 

Can someone pick up ticket and respond?? Your AI Chatbots are frustrating and useless.

Ticket id 22203806398

UPI transaction id https://t.co/0T8DOiQCnJ",2025-03-31 07:42:33+0000,Paytm,negative,0.914575279,servicing
@Paytm I don’t want any pre approved loan from you so stop sending me these promotional messages @Paytmcare https://t.co/jsUnildYTg,2025-03-31 06:26:30+0000,Paytm,negative,0.866259754,servicing
"@Paytm froud company #chor company..it's been more than 10.days now and no response and no solution yet... please shut the paytm and do some other froud work 

@Paytm you guys are good for nothing.i don't know how you guys are working",2025-03-31 05:30:32+0000,Paytm,negative,0.913564026,servicing
@Paytm https://t.co/NP8y3EiFbx,2025-03-31 05:04:18+0000,Paytm,neutral,0.760809481,device-issue
@Paytm i apply loan 312000  but you give me 294500 baki ka paisa kisliye kat liya aapne. Itana chutiya banate ho.,2025-03-31 04:55:59+0000,Paytm,negative,0.54442966,settlement
@Paytm @Paytmcare @PaytmTravel @jaagograhakjago   can you please give my hard earned money back for making me book a ticket on wrong date and I was forced to cancel it only to get half refund of total amount from irctc. Whose fault? customer care #scammers give me my money back https://t.co/svYrjXamBG,2025-03-31 02:13:18+0000,Paytm,negative,0.894165933,settlement
"@Paytm @Paytmcare @PaytmMoney 
Transaction is :-25083725697
My recharge is still on pending plz give me my money back otherwise is complaint in consumer forum Plz refund my money",2025-03-30 13:40:29+0000,Paytm,neutral,0.482436299,transaction-success
"@Paytm @Paytmcare @PaytmMoney @PaytmBank

I have invested in Paytm gold.
Now I am unable to withdraw the amount from my account.

Please help.",2025-03-30 08:54:53+0000,Paytm,negative,0.709123909,settlement
@Paytm can someone please call me back urgently! Need some help on an Insurance I have done thru Paytm.,2025-03-30 04:26:17+0000,Paytm,neutral,0.580551803,servicing
@Paytm why is no one picking the phone on the Customer Care number? Tried multiple times on + 91- 120-3062244,2025-03-30 04:22:54+0000,Paytm,negative,0.49426946,servicing
@Paytm Rate our Jalebi Studio edit between 0 to 5. 0 being the lowest https://t.co/nrJ0ZwrZGh,2025-03-29 19:29:03+0000,Paytm,neutral,0.722428262,device-issue
"@Paytm @Paytmcare @vijayshekhar Will be get the Custom UPI I'd option in Paytm.. That's enabling users to make there own UPI I'd other than there mobile number. 
It will add in privacy by not making the mobile number public.
#paytm #upi",2025-03-29 16:45:56+0000,Paytm,positive,0.477056444,onboarding
"@Paytm @Paytmcare 
Your service is very impressive and also too much improved and trusted from other payment apps
Fell safe and feel good on this time
I request to all Indian try ome time now
Pytm",2025-03-29 16:41:35+0000,Paytm,positive,0.743596077,onboarding
@Paytm @Paytmcare   sabse bekar service aapki hai Ham ek sal pahle Paytm machine mangvae the tab vah Chali nahi ab ek sal ho gaye hai na to complain ka kuchh hua nahin machine ka kuchh Kiye😠,2025-03-29 12:29:20+0000,Paytm,negative,0.423133463,servicing
"@Paytm @Cyberdost @RBI I am facing harassment from a Paytm loan collection agent. Despite explaining my health issues &amp; financial crisis, they accessed my contacts without consent, used abusive language &amp; defamed me. Urgent action needed! #CyberCrime #Harassment #PrivacyViolation https://t.co/2sQc00gtHz",2025-03-29 11:19:50+0000,Paytm,negative,0.922453463,servicing
"@Paytm @Paytmcare, UNACCEPTABLE! 
Can't find customer care contact on your website &amp; chatbot gives useless info! 1930 is the Cyber Crime Dept's number, NOT yours! Share a valid phone no. &amp; email ID NOW! Customers deserve better! #Paytm #CustomerSupport #Fail https://t.co/g7JvA59X6t",2025-03-29 08:33:28+0000,Paytm,negative,0.917034209,servicing
@Paytm @Paytmcare https://t.co/zVjVDrhi70,2025-03-29 07:48:19+0000,Paytm,neutral,0.903263092,device-issue
"@Paytm   @PaytmBusiness  pathetic service it's now 8 days and still no response from paytm team...

I request to don't use Paytm it's 2 nd time paytm done with me first 5000 and now 15000",2025-03-29 02:57:00+0000,Paytm,negative,0.914598644,servicing
@Paytm No one will travel and book from @Paytmcare @PaytmTravelCare @Paytm,2025-03-28 22:05:42+0000,Paytm,negative,0.612491727,onboarding
@Paytm Fraud company @PaytmTravelCare,2025-03-28 22:05:22+0000,Paytm,negative,0.927071154,servicing
"@Paytm Pehle apna fraud karne wala dhanda band kro sir 
@PaytmTravelCare for my order id 24797679949
Refund was already done from airline end and Paytm was not refunded yet why such negligence in refund PNR - 1DU2RY immediately initiate my refund @PaytmTravelCare @Paytmcare @Paytm",2025-03-28 22:05:11+0000,Paytm,negative,0.755955279,settlement
"@Paytm Pehle apna fraud karne wala dhanda band kro sir 
@PaytmTravelCare for my order id 24797679949
Refund was already done from airline end and Paytm was not refunded yet why such negligence in refund PNR - 1DU2RY immediately initiate my refund @PaytmTravelCare @Paytmcare @Paytm",2025-03-28 22:04:47+0000,Paytm,negative,0.755955279,settlement
"@Paytm  I booked bus through your app, the bus reached to pick point after 2 hr of the time and selected seat recliner is not working..what kind of bus network you ppl add with 0 customer reviews.. refund back my money @Paytmcare @vijayshekhar https://t.co/UqFbLMNGxb",2025-03-28 21:47:13+0000,Paytm,negative,0.813585222,servicing
@Paytm @Paytmcare  Paytm failed to help and support costumer in India,2025-03-28 17:37:29+0000,Paytm,negative,0.861813366,servicing
"@Paytm @Paytmcare Major Bug in your Iphone App, Install App register then remove sim still it will work , Uninstall it change sim , Reinstall still it will work ... Only Login OTP Required, No Device Verification Asking via SMS.",2025-03-28 15:36:08+0000,Paytm,negative,0.810830414,device-issue
"@Paytm 
loved the new logo design.
as i said previously it was looking like chapri with heart logo inbetween.",2025-03-28 10:50:28+0000,Paytm,positive,0.687445223,device-issue
@Paytm earlier they said no code was used on 2 calls now said when you will be eligible you will get as you used offer @RBI,2025-03-28 08:11:47+0000,Paytm,neutral,0.781682789,settlement
"@Paytm I am using three machines on the same number,This agent has totally committed fraud And I'm paying for three machines here.
@Paytmcare @PaytmBusiness 
@vijayshekhar",2025-03-28 08:07:08+0000,Paytm,negative,0.816526532,device-issue
"@Paytm 
What a rubbish customer support team",2025-03-28 05:48:03+0000,Paytm,negative,0.951008499,servicing
@Paytm @Paytmcare I recently did a recharge via Paytm and was charged ₹13.95 as a convenience fee and ₹2.54 as a platform fee. Why are these hidden charges applied? Isn't this against transparent pricing policies? Please provide an explanation. #Paytm #HiddenCharges https://t.co/s9aUvB4ei5,2025-03-27 16:12:50+0000,Paytm,negative,0.620824218,pricing
@Paytm roll out dark mode bro! all your competitors have dark mode.,2025-03-27 15:14:04+0000,Paytm,neutral,0.638201892,device-issue
"@Paytm @Paytmcare I had won cash-back of ₹10 on 22 March 2025, which was suppose to get credited by 24 hours. Today is 27th March, 2025. May I know when it will be credited to my account. https://t.co/kAVZRXzu0n",2025-03-27 15:12:32+0000,Paytm,neutral,0.761584401,settlement
"@Paytm @Paytmcare what's wrong with you, I'm trying to contact you from 48 hours but still not getting your mail id  , with your chat support I'm not getting my resolution, please do something",2025-03-27 14:22:24+0000,Paytm,negative,0.73329556,servicing
@Paytm  @Paytmcare  ka ajent Bahut pareshaan kar Raha hai dhamki de raha hai Gali de rahi hai please 🙏 Help kijiye 😭 @AmitShah @AmitShahOffice @RBI @RBIsays @nsitharaman @DelhiPolice @AshwiniUpadhyay @myogiadityanath @myogioffice https://t.co/WIdyT5TyPx,2025-03-27 12:42:45+0000,Paytm,negative,0.593466699,servicing
"@Paytm @Paytmcare Hey, UPI lite limit has been increased to Rs 5,000 and no pin for transactions till Rs 1,000. When we can see this limit change in paytm app ?

https://t.co/5K0oCD1oih",2025-03-27 12:23:03+0000,Paytm,neutral,0.542145312,onboarding
"@Paytm @Paytmcare 

What is the point of this email ID - grievance-redressal_loandistribution@paytm.com

if nobody responds over it. How can I escalate the issue I'm facing?",2025-03-27 08:45:26+0000,Paytm,negative,0.816850066,servicing
@Paytm @Paytmcare मुझे अपना पेटीएम का साउंड बॉक्स बंद करने के लिए बहुत बार कॉल किया है। कस्टमर केयर से मेरी कॉल नहीं लगती है और मेरा साउंड बॉक्स खराब पड़ा है। यह बहुत ही बेकार सर्विस है पेटीएम वालों की।,2025-03-27 07:27:03+0000,Paytm,negative,0.856755078,servicing
@Paytm this logo looks nice it should be given on phone screen after installation https://t.co/nzchRMOVTd,2025-03-26 17:39:44+0000,Paytm,positive,0.761586905,device-issue
@Paytm @PhonePe @UPI_NPCI - Why not working?,2025-03-26 15:43:10+0000,Paytm,negative,0.712274432,device-issue
"@Paytm @Paytmcare 
I tried your upi lite for the first time and this happened. Money deducted from my upi lite balance.
Help me @paytm https://t.co/ggoL3DDQRv",2025-03-26 14:49:24+0000,Paytm,negative,0.575412393,transaction-success
"@Paytm @Paytmcare 
@PaytmMoney 

@paytm I tired your upi lite for the first time and this happened. Money is deducted from my account. Help me https://t.co/uNivR2SN5V",2025-03-26 14:44:56+0000,Paytm,negative,0.745907068,transaction-success
"@Paytm @Paytmcare @PhonePe @aubankindia 
I can't access my Bank Account. https://t.co/etx5OfQO2B",2025-03-26 14:10:11+0000,Paytm,negative,0.699438989,device-issue
@Paytm @GooglePayIndia #UPIDown not working,2025-03-26 14:06:46+0000,Paytm,negative,0.657606423,device-issue
"@Paytm  why this msg coming again n again.When paytm payment bank not there as on date. Msg

Dear User, Your Paytm Payments Bank wallet is inactive. Kindly Tap Here to reactivate. https://t.co/QOY4TReIcD :PPBL",2025-03-26 13:27:26+0000,Paytm,negative,0.714500666,onboarding
